,path,field_change_date_2,field_letter_issue_datetime,field_company_name_warning_lette,field_issuing_office,field_issuing_office_loc_name,field_recipient_office_name,field_building,field_letter_type_1,issuing-recipient-office,field_recipient_state,field_recipient_address_administrative_area,term_node_tid,field_detailed_description_2,field_topics,topics-product,field_letter_issue_datetime_1,field_letter_type,field_associated_for_response_le,field_associated_for_closeout_le,checkresponse,changed,abs_url,company_name
37,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tjsl-investments-517826-02162017,02/20/2017,02/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tjsl-investments-517826-02162017"">TJSL-Investments</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:12",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tjsl-investments-517826-02162017,TJSL-Investments
38,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaping-outlaws-london-517532-02172017,02/20/2017,02/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaping-outlaws-london-517532-02172017"">Vaping Outlaws London</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:10",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaping-outlaws-london-517532-02172017,Vaping Outlaws London
39,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tobacco-stock-517593-02172017,02/20/2017,02/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tobacco-stock-517593-02172017"">Tobacco Stock</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:08",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tobacco-stock-517593-02172017,Tobacco Stock
40,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/humco-holding-group-inc-481410-01262017,02/21/2017,01/26/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/humco-holding-group-inc-481410-01262017"">Humco Holding Group, Inc</a>",,Dallas District Office,,Dallas District Office,Warning Letter,Dallas District Office,Texas,Texas,,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:02",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/humco-holding-group-inc-481410-01262017,"Humco Holding Group, Inc"
41,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/apple-tree-goat-dairy-509219-02102017,02/21/2017,02/10/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/apple-tree-goat-dairy-509219-02102017"">Apple Tree Goat Dairy</a>",,Philadelphia District Office,,Philadelphia District Office,Warning Letter,Philadelphia District Office,,,,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes",,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/apple-tree-goat-dairy-509219-09302021""><time datetime=""2021-10-08T04:00:00Z"">10/08/2021</time>
</a> 
",Closeout Letters,"Fri, 10/08/2021 - 11:16",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/apple-tree-goat-dairy-509219-02102017,Apple Tree Goat Dairy
42,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hospira-inc-506761-02142017,02/27/2017,02/14/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hospira-inc-506761-02142017"">Hospira Inc</a>",,Kansas City District Office,,Kansas City District Office,Warning Letter,Kansas City District Office,New York,New York,,CGMP/Drugs/Adulterated,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hospira-inc-506761-06272018""><time datetime=""2018-07-25T08:40:00Z"">07/25/2018</time>
</a> 
",Closeout Letters,"Tue, 09/22/2020 - 15:45",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hospira-inc-506761-02142017,Hospira Inc
43,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/downtown-cigar-bar-fort-lauderdale-517404-02162017,02/27/2017,02/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/downtown-cigar-bar-fort-lauderdale-517404-02162017"">Downtown Cigar Bar Fort Lauderdale</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:14",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/downtown-cigar-bar-fort-lauderdale-517404-02162017,Downtown Cigar Bar Fort Lauderdale
44,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smarter-smokes-517408-02162017,02/27/2017,02/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smarter-smokes-517408-02162017"">Smarter Smokes</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:12",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smarter-smokes-517408-02162017,Smarter Smokes
45,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hurleys-vapor-517433-02162017,02/27/2017,02/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hurleys-vapor-517433-02162017"">Hurley&#039;s Vapor</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:13",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hurleys-vapor-517433-02162017,Hurley's Vapor
46,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pirate-vapestore-517654-02172017,02/27/2017,02/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pirate-vapestore-517654-02172017"">Pirate VapeStore</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:12",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pirate-vapestore-517654-02172017,Pirate VapeStore
47,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/n2g2-llc-517907-02172017,02/27/2017,02/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/n2g2-llc-517907-02172017"">N2G2, LLC</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:12",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/n2g2-llc-517907-02172017,"N2G2, LLC"
48,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/orlando-vape-bar-llc-517601-02172017,02/27/2017,02/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/orlando-vape-bar-llc-517601-02172017"">Orlando Vape Bar, LLC</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:05",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/orlando-vape-bar-llc-517601-02172017,"Orlando Vape Bar, LLC"
49,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chongqing-pharma-research-institute-co-ltd-515080-02142017,02/28/2017,02/14/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chongqing-pharma-research-institute-co-ltd-515080-02142017"">Chongqing Pharma Research Institute Co., Ltd.</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chongqing-pharma-research-institute-co-ltd-515080-03092020""><time datetime=""2020-03-12T04:00:00Z"">03/12/2020</time>
</a> 
",Closeout Letters,"Thu, 03/12/2020 - 11:10",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chongqing-pharma-research-institute-co-ltd-515080-02142017,"Chongqing Pharma Research Institute Co., Ltd."
50,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/modern-macaroni-co-ltd-517876-02232017,02/28/2017,02/23/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/modern-macaroni-co-ltd-517876-02232017"">Modern Macaroni Co Ltd</a>",,San Francisco District Office,,San Francisco District Office,Warning Letter,San Francisco District Office,,,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:05",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/modern-macaroni-co-ltd-517876-02232017,Modern Macaroni Co Ltd
51,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/denttio-inc-508595-02232017,03/06/2017,02/23/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/denttio-inc-508595-02232017"">Denttio, Inc.</a>",,Los Angeles District Office,,Los Angeles District Office,Warning Letter,Los Angeles District Office,California,California,,CGMP/QSR/Medical Devices/Adulterated,,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/denttio-inc-508595-04102018""><time datetime=""2018-04-20T10:27:00Z"">04/20/2018</time>
</a> 
",Closeout Letters,"Fri, 10/09/2020 - 10:45",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/denttio-inc-508595-02232017,"Denttio, Inc."
52,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/snac-system-inc-509443-02272017,03/06/2017,02/27/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/snac-system-inc-509443-02272017"">SNAC System Inc.</a>",,San Francisco District Office,,San Francisco District Office,Warning Letter,San Francisco District Office,California,California,,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",,,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/snac-system-inc-509443-04042019""><time datetime=""2019-04-11T04:00:00Z"">04/11/2019</time>
</a> 
",Closeout Letters,"Tue, 02/25/2020 - 11:05",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/snac-system-inc-509443-02272017,SNAC System Inc.
53,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trappers-creek-inc-dba-copper-river-smoking-company-510056-02282017,03/06/2017,02/28/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trappers-creek-inc-dba-copper-river-smoking-company-510056-02282017"">Trapper&#039;s Creek Inc. DBA Copper River Smoking Company</a>",,Seattle District Office,,Seattle District Office,Warning Letter,Seattle District Office,Washington,Washington,,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,2017,Warning Letter,,,,"Mon, 03/09/2020 - 10:45",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trappers-creek-inc-dba-copper-river-smoking-company-510056-02282017,Trapper's Creek Inc. DBA Copper River Smoking Company
54,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwvap-cafecom-518119-02162017,03/07/2017,02/16/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwvap-cafecom-518119-02162017"">www.vap-cafe.com</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:05",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwvap-cafecom-518119-02162017,www.vap-cafe.com
55,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/morton-grove-pharmaceuticals-inc-505993-02172017,03/07/2017,02/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/morton-grove-pharmaceuticals-inc-505993-02172017"">Morton Grove Pharmaceuticals, Inc.</a>",,Chicago District Office,,Chicago District Office,Warning Letter,Chicago District Office,,,,CGMP/Finished Pharmaceuticals/Adulterated,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:07",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/morton-grove-pharmaceuticals-inc-505993-02172017,"Morton Grove Pharmaceuticals, Inc."
56,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tiki-vapes-517913-02172017,03/07/2017,02/17/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tiki-vapes-517913-02172017"">Tiki Vapes</a>",,Center for Tobacco Products,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:05",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tiki-vapes-517913-02172017,Tiki Vapes
57,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/megafine-pharma-p-limited-510862-02242017,03/07/2017,02/24/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/megafine-pharma-p-limited-510862-02242017"">Megafine Pharma (P) Limited</a>",,Center for Drug Evaluation and Research,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,2017,Warning Letter,,,,"Sat, 12/21/2019 - 03:06",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/megafine-pharma-p-limited-510862-02242017,Megafine Pharma (P) Limited
58,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/degrave-dairy-515987-02272017,03/07/2017,02/27/2017,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/degrave-dairy-515987-02272017"">DeGrave Dairy</a>",,Minneapolis District Office,,Minneapolis District Office,Warning Letter,Minneapolis District Office,,,Animal &amp; Veterinary,Illegal Drug Residue,,Animal &amp; Veterinary,2017,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/degrave-dairy-515987-02052020""><time datetime=""2020-02-10T05:00:00Z"">02/10/2020</time>
</a> 
",Closeout Letters,"Mon, 02/10/2020 - 10:24",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/degrave-dairy-515987-02272017,DeGrave Dairy
